ticket_id,title,description,category,subcategory,status,priority,created_by,assigned_to,created_date
TCK-7c523dcd,Hardware issue - attorney,Phone people bring arrive second history heavy investment talk paper age become meet customer win recognize.,Hardware,Monitor,Open,Critical,Gina,John,2025-10-06T21:58:54.973848
TCK-95fefce0,Email issue - town,Draw win imagine teach enough sea fall painting play.,Email,Delivery,In Progress,Low,Robin,Joshua,2025-10-02T21:58:54.974348
TCK-04657359,Network issue - than,Knowledge then year generation author choice instead strategy hot major agent.,Network,WiFi,Open,Low,Denise,Joseph,2025-09-19T21:58:54.974348
TCK-e6c0ae33,Hardware issue - seven,Kind police cover despite consumer car school view.,Hardware,Monitor,Closed,Low,Jonathan,Margaret,2025-09-26T21:58:54.974848
TCK-02625c57,Network issue - medical,Or recognize such site surface use interview often decision grow.,Network,VPN,Open,High,Matthew,Julie,2025-10-11T21:58:54.974848
TCK-c5667fe2,Email issue - nature,List feel window buy himself young story concern fight across.,Email,Spam,Closed,Medium,Michael,Brian,2025-10-15T21:58:54.974848
TCK-79fe6166,Hardware issue - realize,Rock break according him wear particularly continue spring hold apply.,Hardware,Keyboard,In Progress,Low,Alexandria,Brian,2025-09-27T21:58:54.975348
TCK-d216b364,Email issue - stuff,Right fast owner radio thus industry its those create election almost indicate support speech present view.,Email,Outlook,Open,Critical,Mark,Sarah,2025-09-16T21:58:54.975348
TCK-9799daa1,Hardware issue - force,Million general contain lay simply stage morning need that.,Hardware,Keyboard,Resolved,High,Drew,Vincent,2025-09-27T21:58:54.975348
TCK-249a8caa,Software issue - theory,Herself but compare six interview actually on want beautiful administration strategy these line speak.,Software,Patch,Resolved,Medium,Barbara,Michael,2025-09-19T21:58:54.975848
TCK-0087fb8d,Network issue - nature,Avoid tree social final break low language Mr gas wall unit one bring possible especially.,Network,VPN,Closed,Critical,Edward,Lawrence,2025-10-02T21:58:54.975848
TCK-a608f8c1,Network issue - garden,Out job light page rather full too.,Network,VPN,Open,Critical,Joshua,Jason,2025-09-18T21:58:54.975848
TCK-65cf885a,Hardware issue - collection,College test blue real security upon young.,Hardware,Printer,Resolved,Low,Sarah,Tara,2025-10-13T21:58:54.976348
TCK-2421ecfc,Hardware issue - value,Admit hair be current wear interest last car social.,Hardware,Keyboard,In Progress,Medium,Rita,John,2025-10-13T21:58:54.976348
TCK-78ada699,Software issue - education,Couple ability despite itself throw six anyone offer life entire.,Software,OS,Closed,Medium,Louis,Michael,2025-09-19T21:58:54.976348
TCK-9034d24e,Hardware issue - middle,Across pressure plant same shoulder discussion check trial movement.,Hardware,Keyboard,Closed,Medium,Luis,Andrew,2025-09-18T21:58:54.976848
TCK-32dbd22b,Access issue - not,Wall tax high ten drive significant gas guess all letter indeed present against hospital.,Access,Password,Resolved,Low,Lauren,Mariah,2025-10-01T21:58:54.976848
TCK-7c4b54fb,Network issue - attention,According organization protect keep speech specific fire once business minute others article so.,Network,WiFi,Open,High,Amber,Adam,2025-09-19T21:58:54.976848
TCK-f047dcd9,Hardware issue - myself,Indicate instead recent population discussion return first audience brother car key pattern design artist.,Hardware,Keyboard,Resolved,Low,Carrie,Caleb,2025-10-12T21:58:54.977348
TCK-9dafc183,Email issue - herself,Better goal discover bag line list final.,Email,Delivery,Open,High,Alexa,Ashley,2025-10-11T21:58:54.977348
TCK-9450ea41,Access issue - range,Once spend provide bring nothing make almost sea avoid skin admit election no.,Access,2FA,In Progress,High,Erica,Laura,2025-10-10T21:58:54.977348
TCK-9fd0e17e,Network issue - director,Outside already upon perhaps notice fire wait trial cell entire.,Network,LAN,Resolved,Critical,Tammy,Lindsey,2025-09-22T21:58:54.977850
TCK-90705834,Hardware issue - group,War none defense happy task meet office blood.,Hardware,Monitor,Resolved,High,Rachel,Jeffery,2025-10-08T21:58:54.977850
TCK-36f98e69,Email issue - respond,Camera challenge young build challenge interview table reality debate case yeah couple sell despite.,Email,Spam,Resolved,High,Andrew,Theresa,2025-10-08T21:58:54.977850
TCK-16a80d76,Hardware issue - pattern,Commercial care five light personal product see win.,Hardware,Printer,Open,High,Alicia,Kathryn,2025-10-13T21:58:54.978395
TCK-64eebdce,Hardware issue - fact,Approach loss actually voice join director stand system never open.,Hardware,Keyboard,In Progress,Low,Mark,Christina,2025-10-09T21:58:54.978395
TCK-9b09d85d,Software issue - work,Foreign participant PM imagine minute teacher different left everything oil.,Software,OS,Closed,Medium,Melanie,Shelley,2025-10-10T21:58:54.978395
TCK-e6bfdf9b,Access issue - also,Wonder later culture citizen these now side risk just garden choose how itself almost political reason.,Access,2FA,In Progress,Medium,Kyle,Stefanie,2025-09-26T21:58:54.978848
TCK-7f165b9a,Access issue - more,Order score phone player cell cup find.,Access,Account Lock,Closed,Medium,Misty,Stephen,2025-10-13T21:58:54.978848
TCK-1a0293f0,Network issue - fund,Project school challenge news event democratic say side vote charge.,Network,WiFi,Resolved,Critical,Douglas,Michelle,2025-09-24T21:58:54.978848
TCK-e044592c,Software issue - thank,Example bank walk successful foot general run ready service sense recognize focus record book operation color.,Software,Update,Open,Low,David,Timothy,2025-09-26T21:58:54.979348
TCK-699ee174,Access issue - indeed,Five seek weight foreign school region friend thought article sort let Mr raise later.,Access,2FA,Closed,Critical,Tiffany,Gavin,2025-09-25T21:58:54.979348
TCK-e2a88a92,Hardware issue - letter,Popular because less whole leave Mrs individual pull keep.,Hardware,Monitor,Resolved,High,Matthew,Ashley,2025-09-28T21:58:54.979348
TCK-c4b57773,Network issue - friend,Almost activity language foot term term hope trial various for same general authority.,Network,VPN,In Progress,Low,Heather,Charles,2025-09-30T21:58:54.979848
TCK-19e9cadd,Access issue - member,Remember price adult official wide receive training these region education sport operation professional simply.,Access,Permissions,Resolved,Low,Lisa,Patricia,2025-10-05T21:58:54.979848
TCK-6b91268a,Hardware issue - why,Next send seat floor along term trouble charge entire tough important.,Hardware,Laptop,In Progress,Low,Jessica,Christopher,2025-10-10T21:58:54.979848
TCK-66fa64f3,Network issue - open,Push occur until turn make fill list likely religious.,Network,WiFi,Open,Critical,Jamie,Rodney,2025-10-15T21:58:54.980350
TCK-7679e193,Hardware issue - window,Agree television few material by wind because capital build high expert nearly.,Hardware,Printer,Open,High,Patricia,Tracey,2025-09-17T21:58:54.980350
TCK-2c6c76cf,Email issue - general,Grow stand evidence may consumer bag rich bed those cause story issue interview.,Email,Outlook,Resolved,High,Katrina,Michele,2025-09-19T21:58:54.980350
TCK-3fcfcdea,Email issue - seem,Program source themselves subject girl city leg raise.,Email,Quota,In Progress,Medium,Hannah,Rodney,2025-10-01T21:58:54.980850
TCK-5fba6ff0,Access issue - drop,Just possible environmental idea we official office training film political sort.,Access,Account Lock,In Progress,High,Joseph,Miranda,2025-10-07T21:58:54.980850
TCK-26b9cf4d,Email issue - early,Bar offer fight such strategy deal small week easy trial project somebody.,Email,Quota,Closed,Medium,Brian,David,2025-10-10T21:58:54.980850
TCK-7e87efe8,Hardware issue - among,Since town prevent time fight apply help save teacher never person learn.,Hardware,Laptop,Resolved,Low,Ross,Tony,2025-10-16T21:58:54.981348
TCK-3e1f98a6,Software issue - already,One size thus treat five radio political way religious none small day threat.,Software,Application,Resolved,Medium,Patricia,Victor,2025-09-21T21:58:54.981348
TCK-9d110e7c,Hardware issue - course,Situation open force three since attorney it stand describe music room ask democratic never among standard.,Hardware,Monitor,Closed,Critical,Clinton,Andrew,2025-10-12T21:58:54.981848
TCK-ff09d1e2,Hardware issue - fall,Only push food pay chair civil old court push quite society choice plant executive light.,Hardware,Laptop,Resolved,High,Ethan,Donald,2025-10-03T21:58:54.981848
TCK-0d73ccc4,Network issue - friend,Arrive office young provide impact bill similar great result charge Congress final evening shoulder would notice.,Network,LAN,Open,Critical,Alison,Lauren,2025-10-06T21:58:54.981848
TCK-42c9330b,Software issue - in,Their forward there market large couple under under late.,Software,OS,Closed,Critical,Natalie,Jamie,2025-09-18T21:58:54.982348
TCK-945bfe08,Access issue - enough,Plant price cover which her none design finish where interview hear send career even wear.,Access,Account Lock,Resolved,Low,Martha,Joshua,2025-10-16T21:58:54.982348
TCK-369c5d0e,Email issue - recognize,Notice go for car trip spend two agency style important international million.,Email,Spam,Resolved,Low,Jason,Cindy,2025-09-23T21:58:54.982348
TCK-b48e4734,Software issue - decade,Deep whose fly sea center pattern nearly involve drop raise land.,Software,Application,In Progress,Critical,Morgan,Amy,2025-10-12T21:58:54.982850
TCK-24315ef2,Network issue - marriage,Color guy available success sign on performance scene Democrat budget particularly I question property.,Network,WiFi,Open,High,Daniel,David,2025-10-08T21:58:54.982850
TCK-721d0a57,Hardware issue - send,Course quickly could wind art debate up magazine save movie side official purpose from support.,Hardware,Monitor,Closed,High,Stacey,Dave,2025-10-11T21:58:54.982850
TCK-9bd1fb88,Software issue - leg,On point company stop finally stand heart listen certain follow window sign.,Software,Patch,Open,Critical,Emily,Alyssa,2025-09-28T21:58:54.983348
TCK-12efaab6,Access issue - treatment,Affect difference record daughter three leader choose executive nature which what media food though line.,Access,Permissions,In Progress,Critical,James,Lisa,2025-09-19T21:58:54.983348
TCK-02ab22b5,Software issue - professional,Food along network without election station result audience relate plan because responsibility minute sea.,Software,Patch,Closed,Critical,Samuel,Richard,2025-09-26T21:58:54.983348
TCK-542e2864,Network issue - push,Reflect market consumer soldier two organization student either lawyer provide magazine stop feeling realize senior dinner.,Network,Router,Closed,Low,James,Brian,2025-09-20T21:58:54.983847
TCK-9773dbe6,Hardware issue - change,Third structure he others dog break stuff whatever career case use face record.,Hardware,Printer,In Progress,Medium,Christopher,Monica,2025-10-14T21:58:54.983847
TCK-9e7ad7c0,Hardware issue - once,Public pay product skill pressure gun sport relationship foreign industry candidate.,Hardware,Laptop,Resolved,Low,Matthew,Brandon,2025-09-29T21:58:54.983847
TCK-1b13a190,Network issue - property,Indicate economic role trade hard knowledge table mean star tree its walk treat push early call.,Network,Router,In Progress,Critical,Robert,Angela,2025-10-04T21:58:54.984349
TCK-17c0732e,Email issue - occur,Major born beyond ok arm southern mission military modern throughout since.,Email,Quota,In Progress,Medium,Jon,John,2025-09-21T21:58:54.984349
TCK-5ab73c64,Hardware issue - pay,Capital you just suffer floor participant Republican themselves fine.,Hardware,Keyboard,Closed,Medium,Stefanie,David,2025-09-20T21:58:54.984349
TCK-c160714c,Email issue - cultural,Fill choose back painting bag thousand necessary turn.,Email,Delivery,Resolved,Critical,Kathleen,Michael,2025-10-05T21:58:54.984847
TCK-8ffe0ac5,Access issue - bring,Give past fire rate type figure design hospital.,Access,Password,Resolved,Low,Carol,Zachary,2025-10-12T21:58:54.984847
TCK-4173850c,Email issue - discuss,Concern leave guy claim face church note still pretty agree.,Email,Outlook,In Progress,Medium,Jenny,Aaron,2025-09-20T21:58:54.984847
TCK-6cf2fe1d,Email issue - follow,Hundred that ahead six ever rest note my toward.,Email,Spam,Closed,Low,Jennifer,Timothy,2025-10-10T21:58:54.985350
TCK-d20d95be,Software issue - much,Sure game space determine group better common early fly sort institution education.,Software,OS,Closed,High,Maureen,Jessica,2025-09-18T21:58:54.985350
TCK-688073fb,Software issue - couple,Old skill ready join happy drive medical step old.,Software,Application,Resolved,Critical,Tom,Melanie,2025-09-24T21:58:54.985350
TCK-cdd3daa1,Email issue - space,Respond again control listen bad poor miss.,Email,Delivery,Closed,High,Pedro,Michael,2025-09-24T21:58:54.985850
TCK-416efa99,Access issue - consumer,Several him to across fast economic easy game tend player language turn.,Access,2FA,In Progress,Medium,Amy,Megan,2025-10-08T21:58:54.985850
TCK-cc3e9056,Hardware issue - themselves,Box meet someone doctor prevent arm art which while head campaign election occur family her lead.,Hardware,Keyboard,In Progress,High,Raymond,Kathryn,2025-09-25T21:58:54.985850
TCK-39fa605f,Access issue - same,Third huge suddenly back girl true amount.,Access,Permissions,Closed,Critical,Dustin,Emily,2025-10-11T21:58:54.986348
TCK-3e08787d,Access issue - beat,Area budget happy science yet expect factor until look.,Access,Permissions,Closed,Low,Amber,Christy,2025-09-25T21:58:54.986348
TCK-f5ff300c,Email issue - image,Charge step record memory example attack plan hold these high.,Email,Spam,Open,High,John,Stacy,2025-09-19T21:58:54.986348
TCK-3b23bfbe,Network issue - newspaper,Suggest finally effect ago view visit result including simple.,Network,WiFi,Closed,Critical,Michael,Meagan,2025-09-27T21:58:54.986848
